_id;Vokabel;processed_vocable;tagged_processed_vocable;processed_vocable_soundex;lemma_vocable;tagged_lemma_vocable;tagged_lemma_simple_vocable;Uebersetzung;processed_translation;tagged_processed_translation;processed_translation_soundex;lemma_translation;tagged_lemma_translation;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;BookId
2383;incomplete;['incomplete'];[('incomplete', ['A'])];['I525143000'];['incomplete'];[('incomplete', ['A'])];[('incomplete', 'A')];unvollständig, unfertig;[['unvollständig'], ['unfertig']];[''];[['063582624'], ['063724']];[''];[''];passiv;2/B10;III;a;;;[]
2384;exclamation;['exclamation'];[('exclamation', ['N 3sg'])];['E2453500000'];['exclamation'];[('exclamation', ['N 3sg'])];[('exclamation', 'N')];Ausruf;[['Ausruf']];[''];['0873'];[''];[''];passiv;2/B10;III;s;;;[]
2385;to pass;['to pass'];[('to', ['V TO']), ('pass', ['V INF'])];['T0 T200'];['pass'];[('pass', ['V INF'])];[('pass', 'V')];vorbeigehen an, hier: bestehen;[['vorbeigehen an'], ['bestehen']];[''];[['37146 06'], ['1826']];[''];[''];aktiv;2/C1;III;v;Ed was very happy when he passed his exam.;;[]
2386;hope;['hope'];[('hope', ['N 3sg'])];['H100'];['hope'];[('hope', ['N 3sg'])];[('hope', 'N')];Hoffnung;[['Hoffnung']];[''];['03664'];[''];[''];aktiv;2/C1;III;s;hope ↔ worry;;[]
2387;worry;['worry'];[('worry', ['N 3sg'])];['W6000'];['worry'];[('worry', ['N 3sg'])];[('worry', 'N')];Sorge;[['Sorge']];[''];['874'];[''];[''];aktiv;2/C1;III;s;hope ↔ worry;;[]
2388;to survive;['to survive'];[('to', ['V TO']), ('survive', ['V INF'])];['T0 T611000'];['survive'];[('survive', ['V INF'])];[('survive', 'V')];überleben;[['überleben']];[''];['017516'];[''];[''];aktiv;2/C2;III;v;You can only survive for a few days without water.;;['2263']
2389;posh (informal);['posh'];[('posh', ['A'])];['P200'];['posh'];[('posh', ['A'])];[('posh', 'A')];vornehm, piekfein;[['vornehm'], ['piekfein']];[''];[['3766'], ['1436']];[''];[''];passiv;2/C2;III;a;;;['2266']
2390;luckily;['luckily'];[('luckily', ['Adv'])];['L240000'];['luckily'];[('luckily', ['Adv'])];[('luckily', 'Adv')];glücklicherweise, zum Glück;[['glücklicherweise'], ['zum Glück']];[''];[['45454738'], ['86 454']];[''];[''];passiv;2/C2;III;av;;;['2267']
2391;to take (irr);['to take'];[('to', ['V TO']), ('take', ['V INF'])];['T0 T200'];['take'];[('take', ['V INF'])];[('take', 'V')];(mit)nehmen, hier: dauern;[['nehmen'], ['mitnehmen'], ['dauern']];[''];[['666'], ['62666'], ['276']];[''];[''];aktiv;2/C2;III;v;It takes more than four hours to get to Aberysthwyth from London.;;['2268', '2327']
2392;to concentrate;['to concentrate'];[('to', ['V TO']), ('concentrate', ['V INF'])];['T0 T5253630000'];['concentrate'];[('concentrate', ['V INF'])];[('concentrate', 'V')];(sich) konzentrieren;[['konzentrieren'], ['sich konzentrieren']];[''];[['46862776'], ['84 46862776']];[''];[''];aktiv;2/C2;III;v;Charlie always concentrates very well so he doesn’t make a lot of mistakes.;;['2305', '2271']
2393;challenge;['challenge'];[('challenge', ['N 3sg'])];['C45200000'];['challenge'];[('challenge', ['N 3sg'])];[('challenge', 'N')];Herausforderung;[['Herausforderung']];[''];['078372764'];[''];[''];aktiv;2/C2;III;s;Learning Welsh is a challenge. It’s not an easy language!;;['2272', '2321', '2326']
2394;to spot;['to spot'];[('to', ['V TO']), ('spot', ['V INF'])];['T0 T130'];['spot'];[('spot', ['V INF'])];[('spot', 'V')];entdecken;[['entdecken']];[''];['06246'];[''];[''];passiv;2/C2;III;v;;;['2282']
2395;rich;['rich'];[('rich', ['A'])];['R200'];['rich'];[('rich', ['A'])];[('rich', 'A')];reich;[['reich']];[''];['74'];[''];[''];aktiv;2/C2;III;a;Kate has a lot of money. She is very rich.;ID 4190093;['2282']
2396;to attach;['to attach'];[('to', ['V TO']), ('attach', ['V INF'])];['T0 T32000'];['attach'];[('attach', ['V INF'])];[('attach', 'V')];befestigen, anbringen, hier: anhängen;[['befestigen'], ['anbringen'], ['anhängen']];[''];[['138246'], ['0617646'], ['06646']];[''];[''];passiv;2/C2;III;v;;;['2283']
2397;daily timetable;['daily timetable'];[('daily', ['N 3sg']), ('timetable', ['N 3sg'])];['D4000 D53140000'];['daily', 'timetable'];[('daily', ['N 3sg']), ('timetable', ['N 3sg'])];[('daily', 'N'), ('timetable', 'N')];Tagesablaufplan;[['Tagesablaufplan']];[''];['248153156'];[''];[''];passiv;2/C2;III;s;;;[]
2398;arrival;['arrival'];[('arrival', ['N 3sg'])];['A614000'];['arrival'];[('arrival', ['N 3sg'])];[('arrival', 'N')];Ankunft;[['Ankunft']];[''];['064632'];[''];[''];passiv;2/C2;III;s;;;[]
2399;registration;['registration'];[('registration', ['N 3sg'])];['R22363500000'];['registration'];[('registration', ['N 3sg'])];[('registration', 'N')];Anmeldung;[['Anmeldung']];[''];['065264'];[''];[''];passiv;2/C2;III;s;;;[]
2400;tutor;['tutor'];[('tutor', ['N 3sg'])];['T3600'];['tutor'];[('tutor', ['N 3sg'])];[('tutor', 'N')];Nachhilfelehrer/in, Tutor/in, hier: Aufsicht führende/r Lehrer/in;[['Nachhilfelehrer'], ['Nachhilfelehrerin'], ['Tutorin'], ['Tutor'], ['Lehrerin'], ['Lehrer']];[''];[['6453577'], ['64535776'], ['2276'], ['227'], ['5776'], ['577']];[''];[''];passiv;2/C2;III;s;;;['2298']
2401;assembly;['assembly'];[('assembly', ['N 3sg'])];['A2514000'];['assembly'];[('assembly', ['N 3sg'])];[('assembly', 'N')];Versammlung;[['Versammlung']];[''];['3786564'];[''];[''];passiv;2/C2;III;s;;;[]
2402;period;['period'];[('period', ['N 3sg'])];['P63000'];['period'];[('period', ['N 3sg'])];[('period', 'N')];Zeitspanne, hier: (Unterrichts)stunde;[['Zeitspanne'], ['stunde'], ['Unterrichtsstunde']];[''];[['8816'], ['8262'], ['062748262']];[''];[''];aktiv;2/C2;III;s;Zoe has a break between periods 7 and 8. She can get a drink or a snack.;;[]
2403;break;['break'];[('break', ['N 3sg'])];['B6200'];['break'];[('break', ['N 3sg'])];[('break', 'N')];Pause;[['Pause']];[''];['18'];[''];[''];aktiv;2/C2;III;s;Zoe has a break between periods 7 and 8. She can get a drink or a snack.;;[]
2404;to depart;['to depart'];[('to', ['V TO']), ('depart', ['V INF'])];['T0 T16300'];['depart'];[('depart', ['V INF'])];[('depart', 'V')];fortgehen, abfliegen, abfahren;[['fortgehen'], ['abfliegen'], ['abfahren']];[''];[['37246'], ['013546'], ['01376']];[''];[''];passiv;2/C2;III;v;;;[]
2405;prep (no pl);['prep'];[('prep', ['N 3sg'])];['P610'];['prep'];[('prep', ['N 3sg'])];[('prep', 'N')];Hausaufgaben(stunde), Übungs- und Lernstunde;[['Hausaufgaben'], ['Hausaufgabenstunde'], ['Übungs- und Lernstunde']];[''];[['083416'], ['0834168262'], ['01648 062 5768262']];[''];[''];passiv;2/C2;III;s;;;[]
2406;to count;['to count'];[('to', ['V TO']), ('count', ['V INF'])];['T0 T5300'];['count'];[('count', ['V INF'])];[('count', 'V')];hier: sich … schätzen;[['sich schätzen']];[''];['84 886'];[''];[''];passiv;2/C2;III;v;;;['2284']
2407;since;['since'];[('since', [['Conj']])];['S5200'];['since'];[('since', [['Conj']])];[('since', 'Conj')];da, weil;[['da'], ['weil']];[''];[['2'], ['35']];[''];[''];aktiv;2/C2;III;k;It would be hard to live in France, since I don’t speak any French.;;[]
2408;choice;['choice'];[('choice', ['N 3sg'])];['C20000'];['choice'];[('choice', ['N 3sg'])];[('choice', 'N')];Wahl, hier: Auswahl;[['Wahl'], ['Auswahl']];[''];[['35'], ['0835']];[''];[''];aktiv;2/C2;III;s;The choice of cakes was so big, Chelsea didn’t know which one to have.;;['2285']
2409;GCSE (= General Certificate of Secondary Education);[['GCSE'], ['General Certificate of Secondary Education']];[[('GCSE', ['PropN'])], [('General', ['PropN 3sg']), ('Certificate', ['N 3sg']), ('of', ['Prep']), ('Secondary', ['N 3sg']), ('Education', ['N 3sg'])]];[['G000'], ['G564000 G6312300000 G1 G25360000 G32350000']];[['GCSE'], ['General', 'certificate', 'of', 'secondary', 'education']];[[('GCSE', ['PropN'])], [('General', ['PropN 3sg']), ('certificate', ['N 3sg']), ('of', ['Prep']), ('secondary', ['N 3sg']), ('education', ['N 3sg'])]];[[('GCSE', 'PropN')], [('General', 'PropN'), ('certificate', 'N'), ('of', 'Prep'), ('secondary', 'N'), ('education', 'N')]];Abschlussprüfung der Sekundarstufe 1;[['Abschlussprüfung der Sekundarstufe 1']];[''];['0185817364 27 84627823'];[''];[''];passiv;2/C2;III;s;;;[]
2410;A level;['A level'];[('A', ['N 3sg']), ('level', ['N 3sg'])];['A A1400'];['a', 'level'];[('a', ['N 3sg']), ('level', ['N 3sg'])];[('a', 'N'), ('level', 'N')];(entspricht dem deutschen Abitur);[['entspricht dem deutschen Abitur'], ['Abitur']];[''];[['0681742 26 286 0127'], ['0127']];[''];[''];passiv;2/C2;III;s;;;[]
2411;kayaking (no pl);['kayaking'];[('kayaking', ['PropN'])];['K2520000'];['kayaking'];[('kayaking', ['PropN'])];[('kayaking', 'PropN')];Kajakfahren;[['Kajakfahren']];[''];['44376'];[''];[''];passiv;2/C2;III;s;;;[]
2412;to wonder;['to wonder'];[('to', ['V TO']), ('wonder', ['V INF'])];['T0 T53600'];['wonder'];[('wonder', ['V INF'])];[('wonder', 'V')];sich fragen, sich wundern, überrascht sein;[['sich fragen'], ['sich wundern'], ['überrascht sein']];[''];[['84 3746'], ['84 36276'], ['01782 86']];[''];[''];aktiv;2/C2;III;v;I wonder what it's like to be famous.;ID 4180931;['2290']
2413;to afford sth;[['to afford'], ['to afford sth']];[[('to', ['V TO']), ('afford', ['V INF'])]];[['T0 T16300'], ['T0 T16300 T30']];[['afford']];[[('afford', ['V INF'])]];[[('afford', 'V')]];sich etw leisten, etw bieten;[['sich etw leisten'], ['etw bieten']];[''];[['84 023 5826'], ['023 126']];[''];[''];aktiv;2/C2;III;ph;Mike doesn’t have much money so he can’t afford a new car.;;['2290']
2414;I'd rather (= I would rather);"[[""I'd rather""], ['I would rather']]";"[[(""I'd"", ['NVC 1sg PRES', 'NVC 1sg PAST STR']), ('rather', ['Adv'])], [('I', ['Pron 1sg nom']), ('would', ['V PRES']), ('rather', ['Adv'])]]";[['I30 I36000'], ['I I4300 I36000']];[['I would', 'rathe'], ['I', 'would', 'rathe']];[[('I would', ['NVC 1sg PRES', 'NVC 1sg PAST STR']), ('rathe', ['Adv'])], [('I', ['Pron 1sg nom']), ('would', ['V PRES']), ('rathe', ['Adv'])]];[[('I would', 'NVC'), ('rathe', 'Adv')], [('I', 'Pron'), ('would', 'V'), ('rathe', 'Adv')]];ich würde lieber;[['ich würde lieber']];[''];['04 372 517'];[''];[''];aktiv;2/C2;III;ph;I don’t like swimming. I’d rather go running.;;[]
2415;line;['line'];[('line', ['N 3sg'])];['L500'];['line'];[('line', ['N 3sg'])];[('line', 'N')];Linie, hier: Zeile;[['Linie'], ['Zeile']];[''];[['56'], ['85']];[''];[''];aktiv;2/C4;III;s;I don't understand the second word in line 15 of the text.;;[]
2416;mixed;['mixed'];[('mixed', ['A'])];['M2300'];['mix'];[('mix', ['A'])];[('mix', 'A')];gemischt;[['gemischt']];[''];['4682'];[''];[''];aktiv;2/C4;III;a;Amy’s school is mixed. There are both boys and girls.;;[]
2417;to realize;['to realize'];[('to', ['V TO']), ('realize', ['V INF'])];['T0 T420000'];['realize'];[('realize', ['V INF'])];[('realize', 'V')];sich einer Sache bewusst sein/werden, bemerken;[['sich einer Sache bewusst sein'], ['sich einer Sache bewusst werden'], ['bemerken']];[''];[['84 067 84 1382 86'], ['84 067 84 1382 3726'], ['16746']];[''];[''];aktiv;2/C4;III;v;At first Sarah thought reading was stupid. Then she realized it was fun.;;[]
2418;to turn sth upside down;[['to turn upside down'], ['to turn sth upside down']];[[('to', ['V TO']), ('turn', ['V INF']), ('upside', ['N 3sg']), ('down', ['Adv'])]];[['T0 T650 T12300 T500'], ['T0 T650 T30 T12300 T500']];[['turn', 'upside', 'down']];[[('turn', ['V INF']), ('upside', ['N 3sg']), ('down', ['Adv'])]];[[('turn', 'V'), ('upside', 'N'), ('down', 'Adv')]];etw auf den Kopf stellen, hier: umdrehen;[['etw auf den Kopf stellen'], ['umdrehen']];[''];[['023 03 26 413 8256'], ['06276']];[''];[''];passiv;2/C6;III;ph;;;[]
2419;to leave out (irr);['to leave out'];[('to', ['V TO']), ('leave', ['V INF']), ('out', ['V INF'])];['T0 T1000 T30'];['leave', 'out'];[('leave', ['V INF']), ('out', ['V INF'])];[('leave', 'V'), ('out', 'V')];auslassen, weglassen;[['auslassen'], ['weglassen']];[''];[['08586'], ['34586']];[''];[''];aktiv;2/C7;III;v;A contact clause is a relative clause where you can leave out the relative pronoun.;;[]
2420;to rewrite (irr);['to rewrite'];[('to', ['V TO']), ('rewrite', ['V INF'])];['T0 T630000'];['rewrite'];[('rewrite', ['V INF'])];[('rewrite', 'V')];neu schreiben, überarbeiten, umschreiben;[['neu schreiben'], ['überarbeiten'], ['umschreiben']];[''];[['6 8716'], ['0177126'], ['068716']];[''];[''];aktiv;2/C7;III;v;Lucas did his homework wrong, so he had to rewrite it all.;;[]
2421;twin;['twin'];[('twin', ['N 3sg'])];['T500'];['twin'];[('twin', ['N 3sg'])];[('twin', 'N')];Zwilling;[['Zwilling']];[''];['83564'];[''];[''];passiv;2/C8;III;s;;;[]
2422;necessary;['necessary'];[('necessary', ['A'])];['N22600000'];['necessary'];[('necessary', ['A'])];[('necessary', 'A')];nötig, notwendig, erforderlich;[['nötig'], ['notwendig'], ['erforderlich']];[''];[['624'], ['623624'], ['07372754']];[''];[''];aktiv;2/C8;III;a;Do I need to take my hiking boots for our trip? – No, they’re not necessary.;;[]
2423;to comfort;['to comfort'];[('to', ['V TO']), ('comfort', ['V INF'])];['T0 T516300'];['comfort'];[('comfort', ['V INF'])];[('comfort', 'V')];trösten;[['trösten']];[''];['27826'];[''];[''];aktiv;2/C8;III;v;Jill’s mum comforted her when she was sad.;;[]
2424;view;['view'];[('view', ['N 3sg'])];['V000'];['view'];[('view', ['N 3sg'])];[('view', 'N')];(Aus)sicht, (Aus)blick, hier: Ansicht, Meinung;[['sicht'], ['Aussicht'], ['blick'], ['Ausblick'], ['Ansicht'], ['Meinung']];[''];[['842'], ['0842'], ['154'], ['08154'], ['06842'], ['6664']];[''];[''];aktiv;2/C9;III;s;Anna has the same view as Ben. They agree.;;[]
2425;to exchange;['to exchange'];[('to', ['V TO']), ('exchange', ['V INF'])];['T0 T2520000'];['exchange'];[('exchange', ['V INF'])];[('exchange', 'V')];austauschen, umtauschen, wechseln;[['austauschen'], ['umtauschen'], ['wechseln']];[''];[['08286'], ['06286'], ['34856']];[''];[''];passiv;2/C9;III;v;;;[]
2426;fundraising;['fundraising'];[('fundraising', ['N'])];['F5362520000'];['fundraising'];[('fundraising', ['N'])];[('fundraising', 'N')];Geldbeschaffung, Wohltätigkeits-/Benefiz-;[['Geldbeschaffung'], ['Wohltätigkeits'], ['Benefiz']];[''];[['45218364'], ['352248'], ['1638']];[''];[''];passiv;2/C9;III;s;;;['2307', '2301']
2427;to raise;['to raise'];[('to', ['V TO']), ('raise', ['V INF'])];['T0 T2000'];['raise'];[('raise', ['V INF'])];[('raise', 'V')];heben, hier: beschaffen, (ein)sammeln;[['heben'], ['beschaffen'], ['sammeln'], ['einsammeln']];[''];[['016'], ['1836'], ['8656'], ['068656']];[''];[''];aktiv;2/C9;III;v;Class 4B raised money by selling cakes.;;['2304', '2302']
2428;motivated;['motivated'];[('motivated', [['A']])];['M31330000'];['motivate'];[('motivate', [['A']])];[('motivate', 'A')];motiviert;[['motiviert']];[''];['62372'];[''];[''];passiv;2/C9;III;a;;;[]
2429;sponsored;['sponsored'];[('sponsored', [['A']])];['S15263000'];['sponsor'];[('sponsor', [['A']])];[('sponsor', 'A')];gesponsert;[['gesponsert']];[''];['4816872'];[''];[''];passiv;2/C9;III;a;;;[]
2430;run;['run'];[('run', ['N 3sg'])];['R50'];['run'];[('run', ['N 3sg'])];[('run', 'N')];Lauf;[['Lauf']];[''];['53'];[''];[''];passiv;2/C9;III;s;;;['2303']
2431;hospice;['hospice'];[('hospice', ['N 3sg'])];['H212000'];['hospice'];[('hospice', ['N 3sg'])];[('hospice', 'N')];Hospiz (Einrichtung zur Betreuung sterbender Menschen);[['Hospiz']];[''];['0818'];[''];[''];passiv;2/C9;III;s;;;[]
2432;awareness (no pl);['awareness'];[('awareness', ['N 3sg'])];['A65200000'];['awareness'];[('awareness', ['N 3sg'])];[('awareness', 'N')];Bewusstsein;[['Bewusstsein']];[''];['1386'];[''];[''];aktiv;2/C9;III;s;Steve has a good awareness of the rules – he knows them all well.;;['2304']
2433;meaningful;['meaningful'];[('meaningful', ['A'])];['M552140000'];['meaningful'];[('meaningful', ['A'])];[('meaningful', 'A')];bedeutsam, wichtig, bedeutungsvoll;[['bedeutsam'], ['wichtig'], ['bedeutungsvoll']];[''];[['1286'], ['3424'], ['12264835']];[''];[''];aktiv;2/C9;III;a;Pia works as a doctor in Africa. – That sounds like a meaningful job.;;['2304']
2434;runner;['runner'];[('runner', ['N 3sg'])];['R56000'];['runner'];[('runner', ['N 3sg'])];[('runner', 'N')];Läufer/in;[['Läufer'], ['Läuferin']];[''];[['537'], ['5376']];[''];[''];passiv;2/C9;III;s;;;['2305']
2435;challenging;['challenging'];[('challenging', ['V PROG'])];['C4525200000'];['challenge'];[('challenge', ['V PROG'])];[('challenge', 'V')];(heraus)fordernd;[['fordernd'], ['herausfordernd']];[''];[['372762'], ['078372762']];[''];[''];aktiv;2/C9;III;a;Welsh is a challenging language.;;[]
2436;style;['style'];[('style', ['N 3sg'])];['S3400'];['style'];[('style', ['N 3sg'])];[('style', 'N')];Stil, Art;[['Stil'], ['Art']];[''];[['825'], ['072']];[''];[''];passiv;2/C9;III;s;;;['2306']
2437;link;['link'];[('link', ['N 3sg'])];['L520'];['link'];[('link', ['N 3sg'])];[('link', 'N')];Verbindung;[['Verbindung']];[''];['3716264'];[''];[''];aktiv;2/C9;III;s;Is there a link between a person’s education and their job chances?;;['2310', '2309']
2438;starting point;['starting point'];[('starting', ['V PROG']), ('point', ['N 3sg'])];['S3635200 S5300'];['start', 'point'];[('start', ['V PROG']), ('point', ['N 3sg'])];[('start', 'V'), ('point', 'N')];Ausgangspunkt, Ansatzpunkt;[['Ausgangspunkt'], ['Ansatzpunkt']];[''];[['0846481642'], ['06881642']];[''];[''];passiv;2/C9;III;s;;;['2309']
2439;aim;['aim'];[('aim', ['N 3sg'])];['A50'];['aim'];[('aim', ['N 3sg'])];[('aim', 'N')];Ziel, Absicht;[['Ziel'], ['Absicht']];[''];[['85'], ['01842']];[''];[''];aktiv;2/C9;III;s;Lisa’s aim is to become a famous writer.;;['2310']
2440;community;['community'];[('community', ['N 3sg'])];['C55300000'];['community'];[('community', ['N 3sg'])];[('community', 'N')];Gemeinde, Gemeinschaft;[['Gemeinde'], ['Gemeinschaft']];[''];[['4662'], ['466832']];[''];[''];passiv;2/C9;III;s;;;['2310', '2311', '2314', '2317']
2441;to build (irr);['to build'];[('to', ['V TO']), ('build', ['V INF'])];['T0 T4300'];['build'];[('build', ['V INF'])];[('build', 'V')];bauen;[['bauen']];[''];['16'];[''];[''];aktiv;2/C9;III;v;A man from Oslo built this house in the 1890s.;ID 1389835;['2315']
2442;local;['local'];[('local', ['A'])];['L2400'];['local'];[('local', ['A'])];[('local', 'A')];hiesig, örtlich;[['hiesig'], ['örtlich']];[''];[['084'], ['07254']];[''];[''];passiv;2/C9;III;a;;;['2313']
2443;brick;['brick'];[('brick', ['N 3sg'])];['B6200'];['brick'];[('brick', ['N 3sg'])];[('brick', 'N')];Ziegel(stein), Backstein;[['Ziegel'], ['Ziegelstein'], ['Backstein']];[''];[['845'], ['845826'], ['14826']];[''];[''];passiv;2/C9;III;s;;;['2313']
2444;northern;['northern'];[('northern', ['A'])];['N6365000'];['northern'];[('northern', ['A'])];[('northern', 'A')];nördlich, Nord-;[['nördlich'], ['Nord-'], ['Nord']];[''];[['67254'], ['672'], ['672']];[''];[''];passiv;2/C9;III;a;;;['2318']
2445;Sweden;['Sweden'];[('Sweden', ['PropN 3sg'])];['S35000'];['Sweden'];[('Sweden', ['PropN 3sg'])];[('Sweden', 'PropN')];Schweden;[['Schweden']];[''];['8326'];[''];[''];passiv;2/C9;III;s;;;['2318']
2446;journey;['journey'];[('journey', ['N 3sg'])];['J650000'];['journey'];[('journey', ['N 3sg'])];[('journey', 'N')];Reise;[['Reise']];[''];['78'];[''];[''];aktiv;2/C9;III;s;The journey from London to Wales takes more than four hours.;;['2326', '2319']
2447;wilderness;['wilderness'];[('wilderness', ['N 3sg'])];['W436520000'];['wilderness'];[('wilderness', ['N 3sg'])];[('wilderness', 'N')];Wildnis, Wüste;[['Wildnis'], ['Wüste']];[''];[['35268'], ['382']];[''];[''];passiv;2/C9;III;s;;;['2319']
2448;typical (of);[['typical'], ['typical of']];[[('typical', ['A'])], [('typical', ['A']), ('of', ['Prep'])]];[['T124000'], ['T124000 T1']];[['typical'], ['typical', 'of']];[[('typical', ['A'])], [('typical', ['A']), ('of', ['Prep'])]];[[('typical', 'A')], [('typical', 'A'), ('of', 'Prep')]];typisch (für);[['typisch'], ['typisch für']];[''];[['218'], ['218 37']];[''];[''];aktiv;2/C9;III;a;This is so typical of Tom! He is always late.;ID 1389838;['2320']
2449;bivvy (= bivouac sack) (informal);[['bivvy'], ['bivouac sack']];[[('bivvy', ['N 3sg'])], [('bivouac', ['N 3sg']), ('sack', ['N 3sg'])]];[['B1000'], ['B120000 B200']];[['bivvy'], ['bivouac', 'sack']];[[('bivvy', ['N 3sg'])], [('bivouac', ['N 3sg']), ('sack', ['N 3sg'])]];[[('bivvy', 'N')], [('bivouac', 'N'), ('sack', 'N')]];Biwak(-), Lager(-);[['Biwak'], ['Lager']];[''];[['134'], ['547']];[''];[''];passiv;2/C9;III;s;;;['2322', '2320']
2450;beauty (no pl);['beauty'];[('beauty', ['N 3sg'])];['B30000'];['beauty'];[('beauty', ['N 3sg'])];[('beauty', 'N')];Schönheit;[['Schönheit']];[''];['862'];[''];[''];aktiv;2/C9;III;s;If you go camping in Sweden, you can really enjoy the beauty of nature.;;['2325']
